	Acandí	Riosucio	Bahía Solano (o Ciudad Mutis)	Coredó	Tutunendo	Arusí	Cérteguí	Nóvita	Cartago	Toro	Roldanillo	Buenaventura	Sevilla	Andalucía	Darién (o Calima)	Buga	Dagua	Ginebra	Palmira	Cali	Florida	Robles	Timbiquí	San Juan de Mechengue	Santander de Quilichao	Morales	Silvia	Patía (El Bordo)	Bolívar	Popayán	La Sierra	Iscuandé	Tumaco	Barbacoas1	Ricaurte2	La Cruz	La Florida	Potosí	Mocoa	San Antero	Puerto Escondido	Cereté	Sahagún	Tres Palmas	Tierra Alta	Planeta Rica	Ayapel	Turbo	Nechí	Caucasia	Chigorodó	Ituango	Dabeiba	Frontino	Cáceres	Zaragoza	Remedios	Yarumal	Amalfi	Yolombó	Santa Fe de Antioquia	San Pedro1	Urrao	Heliconia	Concordia	Montebello	Betania	Jardín	Santo Domingo	Puerto Berrío	Rionegro1	Cocorná	Sonsón	Mistrató	Santuario	Pereira	Pácora	Samaná	Aranzazu	Manzanares	Manizales	Calarcá	Mariquita	Herveo	El Líbano	Ambalema	Santa Isabel	San Antonio	Ibagué	Coello	San Luis	Cunday	Ortega	Purificación	Chaparral	Planadas	Natagaima	Alpujarra	Baraya	Santa María	Nátaga	Gigante	Neiva	Timaná	San Agustín	San Vicente del Caguán	Florencia	San Onofre	Tolú	San Pedro2	Corozal	San Benito Abad	Majagual	Puerto Colombia	Luruaco	Manatí	Villanueva	La Boquilla	Turbaco	Mahates	San Basilio de Palenque	María La Baja	San Juan Nepomuceno	El Carmen2	Mompós	San Martín de Loba	Simití	Bocas del Rosario	Puerto Wilches	Sabana de Torres	Suratá	Barrancabermeja	Rionegro2	Tona	Girón	San Vicente de Chucurí	Guaca	Aratoca	Málaga	Cimitarra	Suaita	Vélez	Jesús María	Simacota	Onzaga	Charalá	Güicán	Moniquirá	Saboyá	Muzo	Ráquira	Jericó	Socha	Duitama	Sotaquirá	Monguí	Firavitoba	Labranzagrande	Siachoque	Aquitania	Turmequé	Tenza	Miraflores	San Luis de Gaceno	Caparrapí	Paime	Simijaca	Ubaté	Villapinzón	Pacho	Guaduas	Tenjo	Facatativá	La Mesa	Bogotá	Nemocón	Manta	Guasca	Gachetá	Gachalá	Fómeque	Medina	Tocaima	Pasca	Pandi	Gutiérrez	Quetame	Restrepo	San Martín	Puerto López	Sitionuevo	Taganga	Ciénaga	Aracataca	Pivijay	Pedraza	Plato	El Difícil	Riohacha	Palomino	Barbacoas2	Uribia	Carraipía	Fonseca	Caracolí	Valledupar	Codazzi	Chiriguaná	Pailitas	La Jagua de Ibirico	Gamarra	Loma de Corredor	El Tarra	El Carmen1	San Calixto	Ocaña	Ábrego	Sardinata	Villacaro	Salazar de las Palmas	Puerto Villamizar	Ricaurte1	Cúcuta	Cáchira	Bochalema	Herrán	Pamplona	San Bernardo de Bata	Chitagá	Arauca	Tame	Pore	Trinidad	Yopal	Tauramena	Maní	Orocué
Urrao	0.863038	0.839508	0.848062	0.833329	0.833395	0.851618	0.832251	0.8151	0.771809	0.76723	0.797292	0.804565	0.778714	0.805786	0.771415	0.793414	0.822611	0.805126	0.818423	0.821437	0.807254	0.802104	0.839224	0.841604	0.810872	0.794699	0.838296	0.825201	0.82551	0.79575	0.810762	0.86519	0.82354	0.817854	0.840711	0.851115	0.843401	0.841369	0.828267	0.867044	0.89785	0.886735	0.878739	0.887697	0.864698	0.848899	0.864065	0.85191	0.766276	0.80416	0.791195	0.70498	0.721053	0.7327	0.788723	0.727701	0.722458	0.729327	0.71816	0.721517	0.749395	0.74289	0	0.716768	0.693188	0.755083	0.72098	0.716826	0.738634	0.735387	0.748964	0.763138	0.737662	0.762742	0.753072	0.769801	0.762658	0.756357	0.765161	0.768114	0.7558	0.769373	0.791193	0.775848	0.811547	0.818327	0.780665	0.837662	0.82261	0.856733	0.824257	0.85367	0.825856	0.83152	0.856254	0.797146	0.834317	0.848281	0.803785	0.848826	0.823253	0.803424	0.841902	0.826895	0.842766	0.833507	0.822611	0.878222	0.835712	0.845761	0.856061	0.849162	0.8701	0.868645	0.896479	0.871588	0.856226	0.868668	0.86251	0.864967	0.899169	0.869762	0.876445	0.854831	0.830418	0.8453	0.840647	0.844564	0.860072	0.858599	0.877506	0.826379	0.853355	0.858927	0.860585	0.853145	0.866885	0.859319	0.845665	0.829602	0.842659	0.864599	0.827706	0.872368	0.878043	0.878561	0.846843	0.831679	0.85386	0.859319	0.84773	0.850905	0.855067	0.87197	0.843878	0.852061	0.841841	0.831885	0.871587	0.866704	0.877561	0.840713	0.842803	0.8279	0.819911	0.831649	0.854988	0.827828	0.870145	0.849594	0.837951	0.847665	0.865691	0.860184	0.812381	0.853026	0.839255	0.842285	0.831103	0.860704	0.841365	0.824463	0.834922	0.855285	0.867753	0.859039	0.850169	0.835696	0.827924	0.808192	0.852534	0.84834	0.843298	0.852809	0.875989	0.86396	0.875084	0.87073	0.847277	0.847628	0.876077	0.8716	0.881754	0.854185	0.859743	0.877494	0.850148	0.846268	0.840546	0.872049	0.865542	0.859228	0.863121	0.863421	0.852804	0.856829	0.852155	0.864839	0.874785	0.863597	0.866082	0.858813	0.877516	0.85747	0.867438	0.854575	0.851112	0.873416	0.858556	0.866007	0.83684	0.851813	0.857842	0.851766	0.826542	0.853396	0.872922
Heliconia	0.866942	0.840523	0.836604	0.849383	0.813701	0.836871	0.827296	0.826722	0.811701	0.799625	0.823263	0.834913	0.796202	0.803681	0.763337	0.851155	0.811768	0.826035	0.822683	0.836343	0.822591	0.84025	0.827172	0.855167	0.802052	0.806123	0.82691	0.848039	0.839576	0.834042	0.833778	0.855873	0.850048	0.843195	0.848315	0.851305	0.841566	0.848739	0.83325	0.879614	0.880182	0.88098	0.861837	0.877113	0.860339	0.846616	0.865173	0.848935	0.774864	0.794405	0.769927	0.730942	0.728195	0.74368	0.803414	0.761885	0.742231	0.717158	0.728467	0.73135	0.76006	0.73618	0.716768	0	0.713185	0.766936	0.719181	0.69303	0.772316	0.752449	0.753237	0.789917	0.735842	0.730292	0.756623	0.774922	0.784972	0.753037	0.780961	0.743746	0.765358	0.778196	0.828526	0.791475	0.839191	0.827305	0.793381	0.837025	0.828016	0.868907	0.838359	0.860203	0.833885	0.850313	0.87113	0.827518	0.847943	0.881418	0.851933	0.845852	0.820183	0.83543	0.846395	0.84888	0.868921	0.848478	0.840088	0.874016	0.834488	0.871946	0.881313	0.832418	0.854352	0.868266	0.89542	0.888544	0.849727	0.843894	0.878048	0.843868	0.895101	0.853782	0.870953	0.861602	0.852087	0.867911	0.852994	0.871416	0.867439	0.863049	0.869898	0.834499	0.868555	0.882327	0.864942	0.842917	0.874007	0.879102	0.862205	0.854003	0.850768	0.862102	0.859257	0.870615	0.885162	0.852452	0.880524	0.835603	0.853793	0.858185	0.887259	0.873069	0.871504	0.886003	0.872834	0.866358	0.866558	0.871258	0.878352	0.890216	0.89161	0.853231	0.862706	0.863248	0.839923	0.869445	0.878665	0.872924	0.874685	0.854307	0.85565	0.832452	0.87813	0.880744	0.854436	0.863255	0.864164	0.875648	0.861444	0.871123	0.85979	0.873568	0.874114	0.863816	0.875285	0.872044	0.876307	0.855416	0.828067	0.853625	0.852911	0.845406	0.856978	0.863514	0.881586	0.904259	0.889469	0.876745	0.8792	0.866385	0.886732	0.868058	0.895738	0.863861	0.880188	0.874134	0.860896	0.86006	0.886795	0.867295	0.86066	0.897896	0.844516	0.864381	0.875751	0.881401	0.873263	0.885693	0.874119	0.877485	0.877769	0.892965	0.879938	0.88026	0.883513	0.882145	0.876026	0.88263	0.849924	0.865008	0.858349	0.877788	0.86474	0.876421	0.853323	0.892917	0.887085
Concordia	0.852898	0.854869	0.834773	0.846164	0.836568	0.85354	0.848504	0.846267	0.791385	0.776459	0.831154	0.837565	0.775844	0.81565	0.792768	0.838854	0.836808	0.833109	0.83532	0.842893	0.817632	0.837131	0.832132	0.852227	0.809154	0.833117	0.870135	0.881703	0.863972	0.828919	0.857792	0.897536	0.845912	0.848255	0.877776	0.875808	0.845023	0.848491	0.863881	0.884866	0.880601	0.887293	0.869307	0.891887	0.891151	0.870858	0.888996	0.835557	0.80408	0.808167	0.798165	0.727643	0.735715	0.753389	0.831549	0.790206	0.698081	0.714795	0.692413	0.712199	0.741003	0.77291	0.693188	0.713185	0	0.731322	0.682726	0.692439	0.765482	0.731723	0.712606	0.759208	0.721223	0.760683	0.802693	0.790175	0.761474	0.759797	0.790415	0.743725	0.76246	0.775077	0.821716	0.776583	0.836921	0.847349	0.792494	0.853127	0.832255	0.86265	0.84656	0.873038	0.834432	0.862324	0.862011	0.825061	0.846972	0.881628	0.836514	0.867015	0.836478	0.842421	0.853226	0.852201	0.884613	0.837698	0.852452	0.877558	0.881805	0.84722	0.869452	0.844634	0.881561	0.877772	0.897159	0.888904	0.875924	0.875499	0.896144	0.891899	0.907726	0.879944	0.882841	0.898251	0.86097	0.876305	0.870886	0.879571	0.890543	0.852444	0.871978	0.848588	0.856125	0.877499	0.862884	0.866348	0.876067	0.879683	0.874949	0.852069	0.849627	0.855164	0.85393	0.870474	0.884175	0.875869	0.855924	0.841417	0.85631	0.84723	0.861108	0.874825	0.85745	0.87873	0.853363	0.864714	0.880784	0.865802	0.876783	0.866055	0.878061	0.863306	0.885384	0.845911	0.856517	0.846163	0.887703	0.85831	0.892067	0.862986	0.843075	0.872087	0.876957	0.888083	0.832949	0.872177	0.865288	0.869984	0.860589	0.869669	0.848821	0.87455	0.864311	0.858565	0.883455	0.863275	0.870962	0.866908	0.854136	0.849488	0.881216	0.875725	0.873735	0.871398	0.895875	0.870076	0.907228	0.897954	0.88321	0.870508	0.911269	0.885791	0.903641	0.893951	0.877673	0.892726	0.872489	0.878673	0.856896	0.884421	0.875748	0.898933	0.854516	0.862941	0.845362	0.862521	0.880859	0.89195	0.874196	0.866826	0.873289	0.889134	0.880367	0.861548	0.890632	0.856186	0.877387	0.878429	0.842716	0.865547	0.845675	0.854951	0.861301	0.85683	0.836961	0.862169	0.883735
Montebello	0.853298	0.851881	0.844245	0.842526	0.790489	0.854187	0.840536	0.815597	0.77747	0.770638	0.798891	0.830751	0.774669	0.785776	0.737912	0.80382	0.791299	0.809356	0.809918	0.822493	0.81646	0.815829	0.83296	0.831147	0.811168	0.81732	0.846796	0.813931	0.833478	0.836026	0.827945	0.848373	0.845839	0.805321	0.874378	0.854585	0.829035	0.836352	0.856592	0.86564	0.870247	0.885138	0.889981	0.879049	0.872392	0.859698	0.892576	0.860384	0.802109	0.80411	0.829515	0.697006	0.760081	0.752528	0.785254	0.793686	0.760949	0.760495	0.750137	0.713219	0.723785	0.78992	0.755083	0.766936	0.731322	0	0.721446	0.710762	0.730148	0.775584	0.703132	0.710759	0.768103	0.754931	0.788458	0.772616	0.723609	0.755672	0.772736	0.741488	0.766893	0.792649	0.837637	0.7559	0.836571	0.846036	0.814297	0.82894	0.820661	0.860681	0.828226	0.862262	0.83766	0.83848	0.845128	0.818528	0.838958	0.852275	0.841912	0.832811	0.828415	0.823616	0.830705	0.822653	0.852451	0.851481	0.842639	0.877515	0.845152	0.86067	0.885724	0.841973	0.860722	0.88228	0.883517	0.887881	0.880675	0.875057	0.872367	0.877732	0.890469	0.868442	0.878443	0.870319	0.822035	0.869723	0.835009	0.839722	0.864756	0.832443	0.85898	0.841982	0.842254	0.832445	0.859754	0.827394	0.856217	0.849588	0.861861	0.826614	0.85116	0.862793	0.843669	0.831484	0.847846	0.861294	0.870353	0.836777	0.865601	0.864533	0.856935	0.864762	0.86412	0.850227	0.876209	0.857662	0.895205	0.869501	0.871972	0.860353	0.870519	0.862151	0.854003	0.870338	0.841242	0.826108	0.874699	0.852897	0.851739	0.865394	0.821576	0.872269	0.846205	0.861247	0.839885	0.879141	0.848633	0.846015	0.839504	0.844484	0.835538	0.848415	0.840968	0.852022	0.855159	0.861946	0.861447	0.863746	0.854982	0.856533	0.866431	0.86724	0.864157	0.868896	0.884646	0.903871	0.889254	0.880668	0.885793	0.875493	0.896161	0.850968	0.860938	0.870235	0.867416	0.866866	0.866142	0.855403	0.861951	0.868872	0.848962	0.892484	0.863463	0.879084	0.833735	0.841741	0.831094	0.843246	0.860076	0.857911	0.847057	0.873874	0.875734	0.806889	0.843827	0.869999	0.844596	0.830571	0.859806	0.865287	0.860385	0.880104	0.839408	0.878613	0.861477	0.891689	0.876212
Betania	0.838909	0.830355	0.839056	0.863412	0.806205	0.831731	0.833394	0.812257	0.776422	0.783604	0.780236	0.807723	0.758891	0.778558	0.7563	0.796447	0.78861	0.799423	0.795375	0.82004	0.803729	0.805251	0.814796	0.850701	0.803458	0.813011	0.855936	0.816344	0.849184	0.827755	0.82431	0.852162	0.860842	0.839349	0.852535	0.856359	0.834187	0.833927	0.846059	0.860037	0.880851	0.893835	0.861094	0.884923	0.882141	0.857423	0.866981	0.833161	0.823957	0.775523	0.758853	0.738489	0.752466	0.730461	0.785663	0.746667	0.745542	0.723693	0.719658	0.713724	0.769177	0.755052	0.72098	0.719181	0.682726	0.721446	0	0.724757	0.768771	0.751544	0.713452	0.751657	0.746361	0.756276	0.76473	0.737948	0.761349	0.745543	0.763729	0.740826	0.777279	0.77596	0.825071	0.783376	0.842856	0.834037	0.79883	0.795603	0.842873	0.876704	0.836598	0.859657	0.819239	0.826232	0.84825	0.809528	0.843284	0.86182	0.841757	0.83459	0.8189	0.833644	0.824586	0.85038	0.856364	0.835666	0.819099	0.879451	0.86992	0.845943	0.863391	0.831933	0.850109	0.881939	0.876792	0.901198	0.857659	0.885468	0.897858	0.869206	0.88881	0.873829	0.872953	0.868728	0.866181	0.854537	0.845054	0.84253	0.872354	0.851389	0.889262	0.817129	0.849955	0.86253	0.848939	0.877982	0.850639	0.872606	0.840306	0.834507	0.846423	0.852899	0.860714	0.858708	0.859289	0.852046	0.844967	0.85994	0.852247	0.847369	0.844236	0.86975	0.866039	0.87251	0.869629	0.878559	0.885746	0.873857	0.87478	0.877935	0.880222	0.84676	0.86538	0.836937	0.840779	0.838058	0.871712	0.840979	0.897254	0.853398	0.835701	0.862471	0.884726	0.885553	0.828094	0.876251	0.856302	0.855673	0.854928	0.849926	0.857215	0.867084	0.851382	0.856947	0.842622	0.8703	0.86575	0.867233	0.828582	0.840302	0.895498	0.868809	0.863652	0.867201	0.902402	0.882136	0.869772	0.871048	0.872017	0.860242	0.882519	0.861253	0.881176	0.860116	0.87242	0.861189	0.861695	0.863739	0.854971	0.857544	0.86835	0.886992	0.873144	0.848942	0.85345	0.863182	0.866855	0.903408	0.872591	0.876473	0.874331	0.878779	0.867338	0.861134	0.859142	0.855845	0.840526	0.872841	0.861907	0.85715	0.845013	0.864699	0.841609	0.871002	0.84405	0.863338	0.856455
Jardín	0.874509	0.855914	0.868855	0.859654	0.813451	0.851239	0.81088	0.814886	0.804179	0.787907	0.82192	0.849224	0.765377	0.784547	0.764511	0.813034	0.808127	0.795723	0.820236	0.797089	0.827879	0.831729	0.84667	0.869514	0.797661	0.817631	0.861251	0.859558	0.861324	0.849547	0.852186	0.858091	0.844516	0.83769	0.865694	0.887369	0.849179	0.875171	0.837633	0.879901	0.895699	0.916093	0.895049	0.894654	0.88381	0.853709	0.869882	0.846212	0.787917	0.823888	0.77807	0.706917	0.719433	0.753056	0.81989	0.781646	0.707374	0.674601	0.682288	0.694166	0.720573	0.753129	0.716826	0.69303	0.692439	0.710762	0.724757	0	0.743537	0.738767	0.714296	0.729364	0.701142	0.7458	0.762783	0.785389	0.734515	0.743402	0.737929	0.726251	0.750151	0.782786	0.836627	0.750108	0.850871	0.852353	0.817721	0.852838	0.826679	0.871846	0.821067	0.854989	0.853733	0.863498	0.846662	0.819918	0.841611	0.880064	0.850337	0.845924	0.844162	0.852909	0.854321	0.835681	0.87999	0.84522	0.841967	0.878402	0.862993	0.885341	0.884982	0.857947	0.878956	0.867078	0.887846	0.895393	0.884389	0.872905	0.90394	0.894813	0.89165	0.879383	0.892448	0.875256	0.862358	0.874921	0.865147	0.856749	0.865812	0.85386	0.875778	0.836761	0.879295	0.863537	0.857779	0.846225	0.8595	0.876448	0.854781	0.85876	0.857019	0.856393	0.859379	0.865705	0.858707	0.871862	0.869425	0.857878	0.872159	0.861752	0.87178	0.874369	0.875947	0.867892	0.881556	0.877352	0.881918	0.868866	0.878751	0.876081	0.888581	0.856127	0.879628	0.855118	0.85445	0.871963	0.885076	0.8716	0.888309	0.862218	0.841512	0.898392	0.888963	0.876579	0.867723	0.887201	0.877753	0.882965	0.870767	0.884973	0.860532	0.879374	0.861242	0.883526	0.873117	0.871006	0.872965	0.860289	0.824448	0.869339	0.898438	0.885667	0.865452	0.878935	0.898054	0.890061	0.90191	0.878155	0.882968	0.877951	0.880577	0.874363	0.906433	0.876042	0.887136	0.887108	0.868121	0.875994	0.861351	0.900807	0.880445	0.890365	0.85213	0.850619	0.843137	0.863423	0.856155	0.866907	0.872274	0.873449	0.858353	0.871448	0.881563	0.830856	0.871947	0.87005	0.884702	0.866478	0.859907	0.873835	0.853274	0.85556	0.856087	0.872985	0.847182	0.866884	0.879952
Santo Domingo	0.852826	0.846752	0.863443	0.848387	0.833967	0.870947	0.814191	0.841597	0.80275	0.808398	0.821769	0.83614	0.786188	0.813148	0.765629	0.809263	0.816797	0.819759	0.847611	0.816239	0.813399	0.819	0.823837	0.839745	0.810823	0.852455	0.817328	0.850001	0.850068	0.850442	0.844165	0.881872	0.858293	0.828965	0.851492	0.871364	0.858007	0.853278	0.862584	0.866769	0.850796	0.857765	0.847916	0.871145	0.869571	0.860264	0.867292	0.849429	0.786879	0.813726	0.819326	0.719999	0.745615	0.76433	0.790634	0.781156	0.773756	0.751941	0.749828	0.738771	0.743828	0.763714	0.738634	0.772316	0.765482	0.730148	0.768771	0.743537	0	0.777804	0.764283	0.733561	0.759638	0.783873	0.773876	0.797695	0.771894	0.780211	0.748911	0.773477	0.770343	0.780146	0.813658	0.776111	0.838334	0.844304	0.810927	0.85513	0.825448	0.873086	0.847864	0.836697	0.834213	0.854169	0.854286	0.826184	0.875486	0.861854	0.827654	0.838574	0.835523	0.848562	0.850019	0.82921	0.84979	0.840028	0.8172	0.869702	0.841686	0.854189	0.840381	0.853794	0.837026	0.861056	0.872749	0.856549	0.878869	0.867944	0.871574	0.87566	0.885856	0.852325	0.878315	0.867425	0.830397	0.87064	0.837318	0.852677	0.855484	0.854294	0.886746	0.854876	0.861498	0.850075	0.869155	0.846147	0.83244	0.860888	0.867014	0.864388	0.843269	0.865215	0.842784	0.858474	0.873913	0.871318	0.861603	0.830684	0.846081	0.867059	0.841093	0.868908	0.867308	0.872597	0.878849	0.875534	0.881049	0.867378	0.857993	0.87419	0.872866	0.867258	0.86013	0.862424	0.83892	0.846374	0.852533	0.840629	0.875061	0.833595	0.847247	0.858004	0.824688	0.863091	0.825197	0.864083	0.854451	0.871503	0.843684	0.852186	0.843072	0.853344	0.828715	0.831894	0.844067	0.83994	0.846963	0.836636	0.834849	0.810898	0.86285	0.885541	0.871838	0.86506	0.864844	0.881383	0.864938	0.880491	0.897424	0.869487	0.888543	0.872284	0.892979	0.899293	0.880581	0.88703	0.872089	0.865571	0.853517	0.859413	0.881898	0.882922	0.86345	0.853983	0.832687	0.851917	0.822262	0.870572	0.860296	0.862674	0.854585	0.873693	0.857622	0.856915	0.85367	0.867076	0.840346	0.878954	0.860726	0.854166	0.839303	0.870508	0.84906	0.858193	0.862388	0.857509	0.866443
Puerto Berrío	0.847531	0.838207	0.856016	0.843047	0.823379	0.839879	0.812475	0.838194	0.765127	0.784742	0.78941	0.810355	0.793938	0.805248	0.794213	0.810046	0.815745	0.842756	0.805294	0.816583	0.789399	0.83481	0.843486	0.864087	0.818881	0.819779	0.84268	0.813762	0.844616	0.820907	0.843362	0.845074	0.833216	0.816273	0.862542	0.81692	0.845208	0.852749	0.821939	0.858547	0.871822	0.876156	0.863446	0.868907	0.856979	0.827452	0.865395	0.832066	0.774656	0.794244	0.800137	0.764958	0.735021	0.766651	0.793504	0.763448	0.744286	0.723043	0.74859	0.770444	0.735691	0.779308	0.735387	0.752449	0.731723	0.775584	0.751544	0.738767	0.777804	0	0.736163	0.746761	0.713795	0.788095	0.802354	0.781271	0.778328	0.759941	0.792899	0.752223	0.771663	0.739988	0.797284	0.797445	0.813117	0.830908	0.822016	0.823936	0.823846	0.839915	0.842855	0.83471	0.814272	0.840333	0.851003	0.807858	0.83634	0.866022	0.831778	0.847077	0.841158	0.839051	0.841287	0.823674	0.851492	0.847779	0.842656	0.868845	0.842123	0.867543	0.855923	0.855239	0.856562	0.868667	0.898735	0.866048	0.851257	0.858391	0.860478	0.856411	0.865179	0.850076	0.858902	0.858923	0.837101	0.84372	0.822438	0.849152	0.860443	0.838914	0.856831	0.819543	0.844841	0.856471	0.838048	0.846391	0.854656	0.854265	0.837861	0.835838	0.841139	0.835288	0.819539	0.857316	0.829552	0.840903	0.841564	0.822864	0.874629	0.842417	0.822842	0.856974	0.865411	0.8541	0.855138	0.851976	0.847031	0.862169	0.846308	0.846249	0.880174	0.867124	0.858205	0.833205	0.838502	0.810631	0.872857	0.8543	0.857849	0.846127	0.825896	0.869625	0.851069	0.850107	0.821545	0.848676	0.837003	0.857366	0.856897	0.866806	0.850411	0.830138	0.844174	0.856896	0.839585	0.864843	0.850537	0.849273	0.835218	0.838774	0.847374	0.865397	0.862701	0.839751	0.871571	0.875485	0.856843	0.872947	0.869603	0.864848	0.86869	0.85225	0.857735	0.856827	0.836536	0.857106	0.85971	0.842167	0.845194	0.836891	0.860699	0.88119	0.866136	0.853095	0.847753	0.862067	0.852986	0.865584	0.850633	0.836774	0.865824	0.857764	0.856994	0.855855	0.873628	0.863658	0.839591	0.863133	0.856173	0.868181	0.831602	0.854916	0.82478	0.850036	0.835853	0.844856	0.861566
Rionegro1	0.835637	0.839742	0.84536	0.852385	0.82257	0.863999	0.833948	0.834579	0.782891	0.78544	0.795505	0.831181	0.759001	0.790316	0.788062	0.813858	0.788047	0.800744	0.79557	0.801143	0.783951	0.828679	0.797263	0.853889	0.814727	0.816572	0.829608	0.812224	0.843346	0.80996	0.848023	0.865217	0.857004	0.84513	0.86552	0.867374	0.848592	0.83173	0.842395	0.85588	0.844784	0.880701	0.867881	0.866549	0.88552	0.868174	0.890581	0.825962	0.82492	0.796197	0.78263	0.738564	0.772288	0.737916	0.817181	0.798026	0.773465	0.764174	0.702652	0.702087	0.74158	0.785843	0.748964	0.753237	0.712606	0.703132	0.713452	0.714296	0.764283	0.736163	0	0.742647	0.736852	0.768145	0.784952	0.787332	0.752814	0.753417	0.7756	0.746189	0.78699	0.792381	0.847697	0.790826	0.833504	0.856085	0.826747	0.82147	0.833948	0.876577	0.837521	0.879666	0.853115	0.849837	0.840346	0.819016	0.843978	0.873857	0.874478	0.857402	0.862385	0.848064	0.857028	0.83369	0.850948	0.874285	0.856676	0.8682	0.862004	0.848138	0.87443	0.839643	0.86272	0.870529	0.879252	0.886212	0.863507	0.876369	0.86934	0.878947	0.899259	0.873628	0.871768	0.890728	0.856748	0.85042	0.860199	0.866772	0.87299	0.837197	0.84466	0.834405	0.865467	0.871169	0.863018	0.854001	0.867522	0.862518	0.857419	0.842893	0.862057	0.856554	0.843689	0.862107	0.869646	0.8429	0.861834	0.843288	0.867816	0.871142	0.861985	0.859024	0.858414	0.843066	0.853829	0.862061	0.879744	0.877207	0.871148	0.848806	0.862302	0.850546	0.850492	0.86285	0.875524	0.86111	0.862003	0.861509	0.860093	0.846106	0.852491	0.852975	0.868355	0.869088	0.836769	0.877923	0.859666	0.879882	0.863979	0.851447	0.84235	0.848516	0.854925	0.895175	0.871761	0.863267	0.851545	0.867537	0.844785	0.879249	0.881133	0.863881	0.856526	0.87682	0.899353	0.901713	0.857461	0.872869	0.874556	0.883216	0.893868	0.869292	0.87144	0.892463	0.847668	0.87089	0.849128	0.877661	0.843295	0.874989	0.835235	0.881465	0.865788	0.874964	0.87778	0.878004	0.862002	0.872921	0.8768	0.871132	0.877276	0.861655	0.876548	0.832954	0.88064	0.867604	0.858141	0.860257	0.855935	0.85323	0.866029	0.837427	0.864376	0.882559	0.856437	0.870016	0.848256
Cocorná	0.840918	0.845597	0.806353	0.831201	0.814855	0.841314	0.855799	0.834729	0.802903	0.8008	0.803862	0.821783	0.769992	0.810687	0.784056	0.805194	0.807411	0.797711	0.813203	0.796635	0.806175	0.811315	0.801208	0.810903	0.806282	0.823516	0.831486	0.822567	0.828261	0.81243	0.830761	0.84072	0.853214	0.790418	0.837087	0.838634	0.834872	0.833658	0.837038	0.859116	0.865062	0.862544	0.850838	0.844625	0.860731	0.858515	0.856518	0.834201	0.789018	0.833559	0.821549	0.740365	0.774481	0.754191	0.792109	0.800744	0.775719	0.74659	0.750734	0.739857	0.742489	0.790843	0.763138	0.789917	0.759208	0.710759	0.751657	0.729364	0.733561	0.746761	0.742647	0	0.748272	0.798436	0.804079	0.798958	0.762435	0.75131	0.78671	0.747633	0.761214	0.776937	0.829261	0.757724	0.824104	0.839366	0.818998	0.833898	0.83545	0.854887	0.810085	0.847598	0.857136	0.833146	0.845995	0.789745	0.872842	0.856414	0.858566	0.835068	0.844688	0.843393	0.861601	0.822754	0.85766	0.860234	0.839532	0.868666	0.848358	0.861774	0.850616	0.855537	0.868729	0.854422	0.870776	0.860937	0.862513	0.866972	0.851504	0.874994	0.874637	0.865885	0.872847	0.866521	0.842314	0.848592	0.813474	0.841688	0.863136	0.846757	0.83917	0.823921	0.828771	0.82751	0.886402	0.836015	0.83668	0.853444	0.811146	0.844917	0.830674	0.828581	0.837414	0.830444	0.813599	0.851598	0.831655	0.84033	0.868205	0.841359	0.837327	0.86149	0.870876	0.842876	0.851692	0.850075	0.858709	0.858113	0.858375	0.84908	0.852625	0.846513	0.840558	0.843944	0.826086	0.809745	0.870935	0.853621	0.857587	0.852351	0.823841	0.874739	0.844809	0.844746	0.829905	0.879296	0.837408	0.868217	0.856152	0.839577	0.840675	0.841623	0.846807	0.85613	0.83453	0.863322	0.848398	0.855218	0.850565	0.84876	0.850209	0.862537	0.841079	0.845562	0.864673	0.861777	0.862427	0.840034	0.866011	0.86854	0.864004	0.862263	0.873688	0.857864	0.836448	0.877116	0.836184	0.844205	0.843112	0.849771	0.842513	0.87289	0.841506	0.851132	0.807136	0.811204	0.83412	0.846256	0.853396	0.868616	0.836781	0.853506	0.874411	0.822883	0.842827	0.835724	0.833705	0.853569	0.854494	0.859804	0.861651	0.861879	0.858364	0.872057	0.828373	0.859071	0.870467
